,price,product_name,servings,weight
1013,£2.00,Essential Sliced Dutch Gouda 10s Strength 2,Typical values as sold. Contains 10 Servings,250g
1014,£2.50,Waitrose 10 Jarlsberg Slices Strength 3,Typical values as sold This pack provides 10 servings. Contains 10 Servings,200g
1015,£1.48,Galbani Parmigiano Reggiano DOP,Typical values as sold This pack provides 10 servings. Contains 10 Servings,60g
1016,£1.80,Leerdammer Light 8 Slices,. **RI: Reference Intake,160g
1017,£3.00,Emmi Raclette Pure Classic Slices,. **RI: Reference Intake,200g
1018,£1.80,Leerdammer Original 8 Slices,. *RI: Reference Intake,160g
1019,£2.25,Essential Sliced Dutch Edam 10s Strength 2,Typical values as sold. Contains 10 Servings,250g
1020,£2.30,Président Emmental 10 Slices,. *RI: Reference Intake,200g
1021,£3.75,Waitrose Grated Swiss Gruyère Strength 3,Typical values as sold. Contains 6 Servings,200g
1022,£2.00,Port Salut 6 original slices,. * Reference Intake,120g
1023,£1.90,Waitrose Shaved Parmigiano Reggiano DOP Strength 6,Typical values as sold. Contains 8 Servings,80g
1024,£2.30,Président Emmental Grated,. *RI: Reference Intake (8400 kJ/ 2000 kcal),200g
1025,£1.50,Essential Grana Padano DOP Grated,Typical values as sold. Contains 8 Servings,80g
1026,£2.60,Violife Slices,". *RI: Reference intake of an average adult (8400kJ/2000kcal), ** NRV: Nutrient reference value according to EU Reg 1169/2011, *** The packaging contains 10 slices of 20g",200g
1027,£2.20,Galbani Paesano Grattugiato Dry Grated Cheeses,". *RI: Reference intake of an average adult (8400kJ/2000kcal), ** NRV: Nutrient reference value according to EU Reg 1169/2011, *** The packaging contains 10 slices of 20g",85g
1028,£2.60,Violife Grated,". *RI: Reference intake of an average adult (8400kJ/2000kcal), **NRV: Nutrient reference value according to EU reg 1169/2011, ***The packaging contains about 7 servings of 30g",200g
1029,£3.00,Essential Sliced Mozzarella 10s Strength 1,Typical values as sold. Contains 10 Servings,250g
1030,£2.15,Chavroux Pur Chèvre Slices,Typical values as sold. Contains 10 Servings,100g
1031,£2.00,Castello Blue 5 Cheese Slices,Typical values as sold. Contains 10 Servings,125g
1032,£2.50,Attis Cyprus Halloumi 4 Burger Slices,Typical values as sold. Contains 10 Servings,200g
1033,£2.50,Sheese Vegan Grated Mozzarella Style,. NRV = Nutrient Reference Value,200g
1034,£2.50,Waitrose Vegan Original Grated,Typical values as sold. Contains 7 Servings,200g
1035,£4.32,No.1 Le Cret Gruyere Strength 6,Typical values as sold. Contains 6 Servings,Typical weight 166g
1036,£4.75,No.1 Mountain Comté AOP,Typical values as sold. Contains 6 Servings,200g
1037,£2.75,No.1 Burrata,Typical values as consumed. Contains 4 Servings,drained 150g
1038,£5.20,No.1 Manchego Curado DOP,Typical values as sold. Contains 6 Servings,Typical weight 0.2kg
1039,£2.75,No.1 Greek Barrel Aged Feta PDO Strength 4,Typical values as drained. Contains 6 Servings,drained 2x100g
1040,£5.25,No.1 Ossau Iraty AOP,Typical values as sold. Contains 6 Servings,180g
1041,£3.00,No.1 Gorgonzola DOP Piccante,Typical values as sold. Contains 6 Servings,200g
1042,£3.50,No.1 Cave Aged Goat's Cheese,Typical values. Contains 5 Servings,170g
1043,£4.50,No.1 Goat's Milk Gouda,Typical values as sold. Contains 6 Servings,Typical weight 200g
1044,£4.00,No.1 Chaource AOP,Typical values as sold. Contains 8 Servings,250g
1045,£4.10,Waitrose 1 Lincolnshire Poacher,Typical values as sold. Contains 6 Servings,Typical weight 200g
1046,£3.25,No.1 Halloumi with Mint,Typical values. Contains 8 Servings,250g
1047,£3.25,No.1 Cropwell Bishop Blue Stilton PDO,Typical values as sold. Contains 6 Servings,200g
1048,£3.00,No.1 Beemster Dutch Gouda,Typical values as sold. Contains 5 Servings,150g
1049,£3.75,No.1 Rouzaire Brie De Meaux,Typical values as sold. Contains 6 Servings,200g
1050,£3.00,No.1 Cave Aged Roquefort AOP,Typical values. Contains 3 Servings,100g
1051,£6.00,No.1 Berthaut's Epoisses AOP,Typical values as sold. Contains 8 Servings,250g
1052,£4.50,No.1 Kirkham's Lancashire,Typical values as sold. Contains 6 Servings,Typical weight 0.2kg
1053,£3.50,No.1 Moody's Rosary Ash,Typical values as sold. Contains 3 Servings,100g
1054,£3.00,No.1 Kit Calvert Wensleydale,Typical values as sold. Contains 5 Servings,150g
1055,£4.25,No.1 Blue D'Affinois,Typical values as sold. Contains 7 Servings,180g
1056,£5.18,No.1 Reblochon Savoie AOP Louis Capt,Typical values as sold,Typical weight 225g
1057,£2.75,No.1 Mature Wookey Hole Cheddar,Typical values as sold. Contains 6 Servings,200g
1058,£3.50,No.1 Fior Delle Alpi,Typical values as sold. Contains 5 Servings,170g
1059,£4.75,No.1 30 Month Parmigiano Reggiano,Typical values as sold. Contains 6 Servings,200g
1060,£3.50,No.1 Torta di Gorgonzola,Typical values as sold. Contains 6 Servings,200g
1061,£4.75,No.1 Morbier Ash,Typical values as sold. Contains 7 Servings,200g
1062,£5.00,No.1 Le Fleuret Goat's Cheese,Typical values as sold. Contains 5 Servings,150g
1063,£2.50,No.1 Membrillo Paste,Typical values as sold. Contains 8 Servings,120g
1064,£10.00,No.1 Badoz Vacherin Du Haut-Doubs A.O.P,Typical values as sold. Contains 12 Servings,350g
1065,£3.00,No.1 St Marcellin,Typical values as sold. Contains 2 Servings,80g
1066,£3.38,No.1 Cote Hill Lindum,Typical values as sold. Contains 4 Servings,Typical weight 150g
1067,£2.50,No.1 Orchard Fruit & Nut Press for Cheese,Typical values as sold. Contains 4 Servings,125g
1068,£4.50,Waitrose No1 Coeur du Berry S3,Typical values as sold. Contains 5 Servings,150g
1069,£3.75,No.1 Saint Vernier,Typical values as sold. Contains 3 Servings,100g
1070,£2.50,No.1 Il Nocciolo,Typical values as sold. Contains 3 Servings,100g
1071,£4.00,No.1 Highmoor,Typical values as sold. Contains 5 Servings,150g
1072,£6.50,No.1 La Retorta,Typical values as sold. Contains 4 Servings,140g
1073,£6.00,No.1 Robiola Bosina,Typical values as sold. Contains 8 Servings,250g
1074,£5.00,No.1 Bix,Typical values as sold. Contains 3 Servings,100g
1075,£2.10,Waitrose Somerset Brie Strength 2,Typical values as sold. Contains 7 Servings,230g
1076,£1.50,Essential French Brie Strength 2,Typical values as sold. Contains 6 Servings,200g
1077,£2.05,Le Rustique Camembert,Typical values as sold. Contains 6 Servings,250g
1078,£1.90,Président Brie,Typical values as sold. Contains 6 Servings,200g
1079,£2.00,Président 6 Crispy Bakes with Brie,Typical values as sold. Contains 6 Servings,150g
1080,£1.89,Le Rustique le Bon Brie,Typical values as sold. Contains 6 Servings,200g
1081,£2.62,Waitrose Baking Camembert with Red Onion,Typical values as sold. Contains 8 Servings,290g
1082,£1.95,Castello Extra Creamy Brie,Typical values as sold. Contains 8 Servings,200g
1083,£2.62,Waitrose Baking Camembert Strength 3,Typical values as sold. Contains 8 Servings,250g
1084,£2.00,Waitrose Duchy Cornish Brie Strength 2,Typical values as sold. Contains 5 Servings,160g
1085,£2.10,Président Camembert,Typical values as sold. Contains 5 Servings,250g
1086,£2.50,Waitrose French Ripe Brie Strength 5,Typical values as sold. Contains 5 Servings,170g
1087,£2.00,Président Brie 5 Portions,Typical values as sold. Contains 5 Servings,150g
1088,£1.80,Waitrose French Camembert Strength 3,Typical values as sold. Contains 8 Servings,250g
1089,£2.00,Le Rustique Deliciously Creamy Camembert,Typical values as sold. Contains 8 Servings,5x30g
1090,£4.50,Isigny Ste-Mère Raw Milk Camembert,Typical values as sold. Contains 8 Servings,250g
1091,£3.50,Waitrose 2 Breaded Cornish Baking Camemberts,Typical values as sold. Contains 2 Servings,200g
1092,£1.00,Everest Paneer Indian Cooking Cheese,Typical values as sold. Contains 2 Servings,226g
1093,£1.10,Essential Soft Cheese Strength 1,Typical values as sold. Contains 8 Servings,250g
1094,£1.40,Essential Natural Cottage Cheese,Typical values as sold. Contains 5 Servings,300g
1095,£2.00,Essential Cambozola Blue Brie Strength 2,. Contains 6 Servings,170g
1096,£2.00,Boursin Garlic & Herbs Soft Cheese,. Contains 6 Servings,150g
1097,£1.95,Philadelphia Original Soft Cheese,. Contains 6 Servings,180g
1098,£3.00,Philadelphia Original Soft Cheese,. Contains 6 Servings,340g
1099,£1.40,Essential Fat Free Natural Cottage Cheese,Typical values as sold. Contains 5 Servings,300g
1100,£1.95,Philadelphia Light Soft Cheese,Typical values as sold. Contains 5 Servings,180g
1101,£1.85,Castello Creamy Blue,Typical values as sold. Contains 5 Servings,150g
1102,£2.30,Capricorn Somerset Goats Cheese,Typical values as sold. Contains 5 Servings,100g
1103,£1.40,Essential Low Fat Pineapple Cottage Cheese,Typical values as sold. Contains 5 Servings,300g
1104,£1.80,Essential English Goat's Cheese Strength 2,Typical values. Contains 3 Servings,100g
1105,£2.05,Port Salut,Typical values. Contains 3 Servings,185g
1106,£2.00,Essential Low Fat Natural Cottage Cheese,Typical values as sold. Contains 10 Servings,600g
1107,£1.90,Waitrose Duchy Cottage Cheese,Typical values as sold. Contains 4 Servings,250g
1108,£1.95,Philadelphia Light Soft Cheese Mini Tubs,Typical values as sold. Contains 4 Servings,4x35g
1109,£1.10,Essential 50% Reduced Fat Soft Cheese,Typical values as sold. Contains 8 Servings,250g
1110,£2.00,Paysan Breton Cream Cheese French Sea Salt,Typical values as sold. Contains 8 Servings,150g
1111,£2.25,Waitrose British Soft Goats' Cheese,Typical values. Contains 4 Servings,125g
1112,£1.80,Waitrose Duchy Soft Cheese,Typical values as sold. Contains 8 Servings,250g
1113,£2.20,Pié d'Angloys,Typical values as sold. Contains 8 Servings,200g
1114,£1.00,Essential Fat Free Quark Soft Cheese,Typical values as sold. Contains 4 Servings,250g
1115,£1.40,Essential Low Fat Natural Cottage Cheese,Typical values as sold. Contains 5 Servings,300g
1116,£2.00,Essential French Soft Goat's Cheese Strength 2,Typical values. Contains 3 Servings,150g
1117,£2.50,Chavroux Fresh Pure Soft Goat's Cheese,Typical values. Contains 3 Servings,150g
1118,£2.35,Galbani Dolcelatte Mild & Creamy Blue,Typical values. Contains 3 Servings,150g
1119,£3.25,St Helen's Farm Mature Goats Cheese,. *118% Nutrient Reference Value,170g
1120,£2.20,Saint Agur Blue Crème,. This pack contains approximately 5 x 30g servings,150g
1121,£2.75,Nush Almond M•lk Ch•ese Chive,. This pack contains approximately 5 x 30g servings,150g
1122,£1.55,Dairylea Cheese Spread,. *NRV: Nutrient Reference Value,180g
1123,£1.95,Philadelphia Garlic & Herbs Soft Cheese,. *NRV: Nutrient Reference Value,170g
1124,£2.00,Boursin Black Pepper Soft Cheese,. *NRV: Nutrient Reference Value,150g
1125,£1.40,The Laughing Cow Light with Blue Cheese 8 Triangles,. *Of the Reference Intake,128g
1126,£3.00,Philadelphia Light Soft Cheese,. *Of the Reference Intake,340g
1127,£2.50,Waitrose Gorgonzola Dolce DOP Strength 3,Typical values as sold. Contains 6 Servings,200g
1128,£2.05,Boursin Velvety Garlic & Herbs Soft Cheese,Typical values as sold. Contains 6 Servings,125g
1129,£1.68,Président Goats Cheese Cubes,Typical values as sold. Contains 6 Servings,drained 120g
1130,£1.35,Arla Lactofree Soft White Cheese,Typical values as sold. Contains 6 Servings,200g
1131,£3.00,Waitrose Taleggio Strength 4,Typical values as sold. Contains 7 Servings,200g
1132,£4.00,Société Roquefort,Typical values as sold. Contains 7 Servings,150g
1133,£2.10,Castello Danish Blue,Typical values as sold. Contains 7 Servings,150g
1134,£1.45,The Laughing Cow Original Spread,. *Of the Reference Intake,150g
1135,£2.00,Paysan Breton Luxurious Cream Cheese Garlic & Herb,. *Of the Reference Intake,135g
1136,£3.45,Dairylea Dunkers Jumbo Tubes with Cheese,". * Reference intake of an average adult (8400 kJ / 2000 kcal), **NRV: Nutrient Reference Value, Contains 6 Tubs",6x45g
1137,£1.50,Light & Free Cottage Cheese Natural,. ***RI: Reference intake of an average adult (8400 kJ/2000kcal),210g
1138,£2.00,Paysan Breton Luxurious Cream Cheese Blue,. ***RI: Reference intake of an average adult (8400 kJ/2000kcal),135g
1139,£1.80,Castello Soft Cheese Mini Selection,. ***RI: Reference intake of an average adult (8400 kJ/2000kcal),5x20g
1140,£1.50,Light & Free Cottage Cheese Vegetables & Thyme,. ***RI: Reference intake of an average adult (8400 kJ/2000 kcal),210g
1141,£2.25,Waitrose Vegan Original Soft Spreadable,Typical values as sold. Contains 6 Servings,170g
1142,£2.00,Rians Le Roulé,Typical values as sold. Contains 6 Servings,125g
1143,£7.50,No.1 Reblochon De Savoie AOP,Typical values as sold. Contains 15 Servings,450g
1144,£2.75,Waitrose Long Clawson Stilton Strength 4,Typical values as sold. Contains 7 Servings,227g
1145,£2.40,Saint Agur Blue,. This pack contains approximately 5 x 30g servings,150g
1146,£1.90,Waitrose Long Clawson Stilton Strength 4,Typical values as sold. Contains 5 Servings,150g
1147,£2.75,Waitrose Duchy Cropwell Bishop Blue Stilton Strength 5,Typical values as sold. Contains 5 Servings,150g
1148,£2.75,Waitrose Long Clawson Shropshire Blue Strength 4,Typical values as sold. Contains 7 Servings,227g
1149,£2.25,Waitrose Roquefort Strength 5,. Contains 3 Servings,100g
1150,£4.95,Cropwell Bishop Blue Stilton,. Contains 3 Servings,300g
1151,£2.50,Shepherds Purse Harrogate Blue,. Contains 3 Servings,100g
1152,£2.00,Waitrose Wensleydale with Cranberries Strength 2,Typical values as sold This pack provides 7 servings. Contains 7.5 Servings,200g
1153,£3.00,Essential Parmigiano Reggiano DOP,Typical values as sold. Contains 5 Servings,175g
1154,80p,Essential Italian Mozzarella Strength 1,Typical values as drained. Contains 5 Servings,drained 150g
1155,£1.40,Essential Greek Feta Strength 3,Typical values as sold. Contains 6 Servings,200g
1156,£4.00,Waitrose Parmigiano Reggiano DOP Strength 6,Typical values as sold. Contains 8 Servings,250g
1157,£2.00,Waitrose Yorkshire Wensleydale Mango & Ginger Strength 2,Typical values as sold. Contains 6 Servings,180g
1158,£2.68,Galbani Mozzarella Cucina,Typical values as sold. Contains 6 Servings,400g
1159,£1.50,Galbani Mozzarella,Typical values as sold. Contains 6 Servings,drained 125g
1160,£1.40,Essential 2 Italian Mozzarella Strength 1,Typical values as drained. Contains 8 Servings,drained 250g
1161,£2.05,Chavroux Pure Goat's Milk Cheese Log,Typical values as drained. Contains 8 Servings,150g
1162,£2.00,Waitrose Wensleydale with Apricots Strength 2,Typical values as sold. Contains 6 Servings,200g
1163,£2.50,Essential Grana Padano DOP,Typical values as sold. Contains 6 Servings,175g
1164,£1.20,Essential Italian Ricotta Strength 1,Typical values as drained. Contains 3 Servings,250g
1165,£2.00,Waitrose Double Gloucester Onion & Chive Strength 3,Typical values as sold. Contains 6 Servings,200g
1166,£2.75,Waitrose Norwegian Jarlsberg Strength 3 Medium,Typical values as sold.  This pack provides 7 servings. Contains 7 Servings,230g
1167,£3.00,Emmi Fondü Cheese Original,Typical values as sold.  This pack provides 7 servings. Contains 7 Servings,400g
1168,£3.50,Waitrose French Comté AOP Strength 4,Typical values as sold. Contains 6 Servings,200g
1169,£2.25,Essential Edam Strength 2,Typical values as sold. Contains 10 Servings,310g
1170,£1.60,Essential Italian Mascarpone Strength 1,Typical values as sold. Contains 3 Servings,250g
1171,£2.00,Essential Dutch Gouda Strength 2,Typical values as sold. Contains 8 Servings,265g
1172,£2.20,Président Emmental,. *RI: Reference Intake,200g
1173,£1.30,Essential Beechwood Smoked Cheese Strength 3,Typical values. Contains 5 Servings,150g
1174,£2.75,Waitrose Duchy Greek Feta Strength 3,Typical values as sold. Contains 6 Servings,200g
1175,£2.75,Waitrose Pecorino Romano PDO Strength 5,. Contains 7 Servings,175g
1176,£2.50,Waitrose Greek Feta Strength 3,Typical values as sold.  This pack provides 6 servings. Contains 6 Servings,200g
1177,£4.50,Waitrose Swiss Le Gruyère Réserve AOP Strength 5,Typical values as sold. Contains 6 Servings,200g
1178,£2.25,Galbani Mozzarella Maxi,Typical values as sold. Contains 6 Servings,drained 250g
1179,£3.75,Waitrose Spanish Manchego D.O.P. Strength 3,Typical values. Contains 6 Servings,200g
1180,£1.60,Odysea Feta Sheep & Goat's Milk,Typical values. Contains 6 Servings,120g
1181,£1.60,Odysea Greek crumbly cheese,Typical values. Contains 6 Servings,200g
1182,£1.59,Galbani Ricotta,Typical values. Contains 6 Servings,250g
1183,£2.00,Waitrose Vegetarian Italian Hard Cheese Strength 4,Typical values as sold. Contains 5 Servings,150g
1184,80p,Essential Italian Lighter Mozzarella Strength1,Typical values as drained. Contains 4 Servings,drained 125g
1185,£4.00,Waitrose Duchy Parmigiano Reggiano DOP Strength 6,Typical values as sold. Contains 5 Servings,150g
1186,£1.50,Essential Italian Mozzarella Minis Strength 1,Typical values as drained. Contains 17 Servings,drained 150g
1187,£2.00,Waitrose Chèvre Blanc Strength 2,Typical values as sold. Contains 3 Servings,100g
1188,£3.50,Waitrose Parmigiano Reggiano DOP Strength 6,Typical values as sold. Contains 5 Servings,150g
1189,£2.50,Galbani Burrata,Typical values as sold. Contains 5 Servings,drained 150g
1190,£1.40,Essential Greek Light Salad Cheese Strength 3,Typical values as sold. Contains 6 Servings,200g
1191,£3.00,Galbani Mozzarella di Bufala Mini,Typical values as sold. Contains 6 Servings,drained 150g
1192,£2.09,Galbani Mascarpone,Typical values as sold. Contains 6 Servings,250g
1193,£2.75,Odysea Organic Feta PDO,Typical values as sold. Contains 6 Servings,200g
1194,£2.50,Odysea Sheep's Milk Feta,Typical values as sold. Contains 6 Servings,200g
1195,£2.65,Odysea Feta Snack Portions,Typical values as sold. Contains 6 Servings,5x30g
1196,£2.50,Violife Creamy,. *NRV: Nutrient reference value according to EU Reg. 1169/2011,200g
1197,£1.70,Waitrose Lactose Free Greek Feta Strength 3,. Contains 7 Servings,200g
1198,£2.35,Galbani 20 mini mozzarella,. Contains 7 Servings,drained 150g
1199,£1.16,Galbani Pecorino Romano DOP,. Contains 7 Servings,60g
1200,£8.25,essential Waitrose Parmigiano Reggiano cheese,Typical values as sold. Contains 16 Servings,500g
1201,£2.49,Laverstoke Park Farm Buffalo Mozzarella,Typical values as sold. Contains 16 Servings,drained 125g
1202,£2.49,Garofalo Mozzarella di Bufala,. *%RI - Percent daily values are based on a 8400 kJ/2000 kcal diet,125g
1203,£1.60,Waitrose Duchy Italian Mozzarella Strength 1,Typical values as drained. Contains 4 Servings,drained 125g
1204,£2.05,Granarolo Scamorza Affumicata,Typical values as drained. Contains 4 Servings,250g
1205,£2.55,Essential Cypriot Halloumi Strength 1,Typical values. Contains 8 Servings,250g
1206,£2.55,Essential Cypriot Light Halloumi Strength 1,Typical values. Contains 8 Servings,250g
1207,£3.25,St Helen's Farm Mild Goats Cheese,. *118% Nutrient Reference Value,170g
1208,£4.00,Woodlands Melbury Sheep Milk Cheese,. *118% Nutrient Reference Value,140g
1209,£2.25,Bettine Mild Goat's Cheese Plain Pearls,. *118% Nutrient Reference Value,100g
1210,£2.50,Odysea Manouri Cheese PDO,. *118% Nutrient Reference Value,170g
1211,£2.50,Bettine Mild Goat's Cheese Plain Slices,. *118% Nutrient Reference Value,125g
1212,£3.50,Waitrose Duchy Cypriot Halloumi Strength 1,Typical values as sold,225g
1213,£2.55,Milky's Halum British halloumi style cheese,Typical values as sold,250g
1214,£2.50,Waitrose Lactose Free Cypriot Halloumi Strength 1,Typical values. Contains 8 Servings,250g
1215,£3.25,Odysea Greek Saganaki Kefalotyri Cheese,Typical values. Contains 8 Servings,200g
1216,£2.00,Seriously Original 6 Cheese Nuggets,Typical values. Contains 8 Servings,150g
1217,£2.85,Mini Babybel 12s,. * Reference intake,240g
1218,£1.40,The Laughing Cow Original 8 Cheese Triangles,. *Of the Reference Intake,140g
1219,£2.00,The Laughing Cow Light 16 Triangles,. *Of the Reference Intake,280g
1220,£2.03,Mini Babybel Light,. * Reference intake,6x20g
1221,£2.03,Mini Babybel,. * Reference intake,6x20g
1222,£2.75,Cheestrings 8 Pack,". *NRV = Nutrient Reference Value, This pack contains 8 servings",160g
1223,£1.35,Marmite Cheddar Bites,. RI = Reference Intake,5x20g
1224,£3.00,Ilchester Cheese Selection 12 Cheese Portions,. RI = Reference Intake,230g
1225,£2.60,Mini Babybel Mixed Pack x9,. *Reference intake,180g
1226,£2.00,Mini Babybel Organic,. * Reference intake,5x20g
1227,£2.75,Cheestrings Twisted 8 Pack,". *NRV = Nutrient Reference Value, This pack contains 8 servings",160g
1228,£2.00,Babybel Mini Rolls,". *NRV = Nutrient Reference Value, This pack contains 8 servings",5x17g
1229,£1.50,Cheestrings 4 Pack,". *NRV = Nutrient Reference Value, This pack contains 4 servings",80g
1230,£1.60,Dairylea Lunchables Ham 'n' Cheese,". *Reference intake of an average adult (8400 kJ / 2000 kcal), **Nutrient Reference Value",83.4g
1231,£1.50,Cheestrings Twisted 4 Pack,". *NRV = Nutrient Reference Value, This pack contains 4 servings",80g
1232,£2.25,Waitrose Belton Red Leicester Strength 3,Typical values as sold. Contains 8 Servings,250g
1233,£2.10,Wensleydale Creamery Yorkshire Wensleydale,Typical values as sold. Contains 8 Servings,200g
1234,£2.25,Waitrose Belton Double Gloucester Strength 3,Typical values as sold. Contains 8 Servings,250g
1235,£2.50,Essential Red Leicester Strength 3,Typical values as sold. Contains 11 Servings,350g
1236,£2.50,Belton Farm Red Fox Aged Red Leicester,Typical values as sold. Contains 11 Servings,200g
1237,£2.25,Waitrose Belton Cheshire Strength 2,Typical values as sold. Contains 8 Servings,250g
1238,£2.25,Waitrose Dewlay Lancashire Strength 3,Typical values as sold. Contains 8 Servings,250g
1239,£2.25,Waitrose Belton Wensleydale Strength 2,Typical values as sold. Contains 8 Servings,250g
1240,£2.50,Applewood Vegan,. NRV = Nutrient Reference Value,200g
1241,£2.16,Violife Greek White Block,". *RI: Reference intake of an average adult (8400kJ/2000kcal), **NRV: Nutrient reference value according to EU reg 1169/2011, ***The packaging contains about servings of 30g",drained 200g
1242,£2.29,Koko Dairy Free Cheddar,. *Daily Reference Intake of an Average Adult (8400kJ/2000kcal),200g
1243,£1.99,Koko Dairy Free Alternative to Soft Cream Cheese,. *Daily Reference Intake of an Average Adult (8400kJ/2000kcal),150g
1244,£2.55,Sheese Mild Cheddar Style,. NRV = Nutrient Reference Value,200g
1245,£4.00,Waitrose Vegan 2 Breaded Baking Melts with Relish,Typical values as prepared. Contains 2 Servings,200g
1246,£2.00,Conference Pears,Typical Values as sold,4s
1247,£2.00,Essential Red Seedless Grapes,Typical values as sold. Contains 6 Servings,500g
1248,£2.00,Essential Green Seedless Grapes,Typical values as sold. Contains 6 Servings,500g
1249,£2.85,Waitrose Pink Lady Apples,Typical Values as sold,min 6s
1250,£2.50,Waitrose Speciality Figs,Typical values as sold. Contains 2 Servings,140g
1251,£2.99,Waitrose Sable Grapes,Typical values as sold. Contains 5 Servings,400g
1252,£2.00,Waitrose Granny Smith Apples,. Contains 4 Servings,4s
1253,£5.75,Waitrose Walnuts,Typical values as sold. Contains 16 Servings,400g
1254,£1.00,Stone Baked Grand Rustique,Typical values as sold. Contains 5 Servings,each
1255,£2.00,Essential Biscuits for Cheese,Typical values as sold This pack provides fifty six servings. Contains 56 Servings,300g
1256,£1.80,Waitrose Almonds,Typical values as sold. Contains 6 Servings,150g
1257,£3.75,Waitrose Pecans,Typical values as sold. Contains 6 Servings,150g
1258,£1.50,Stonebaked Baguette,Typical values as sold. Contains 8 Servings,400g
1259,£2.00,Waitrose DUCHY Dried Figs,Typical values as sold. Contains 8 Servings,250g
1260,£3.00,Waitrose 1 Grand Pain 800g,. Contains 1 Servings,each
1261,£3.05,Opies pickled walnuts,. Contains 1 Servings,drained 170g
1262,£2.00,Pave Rustique,Typical values. Contains 1 Servings,each
1263,£2.50,Waitrose Spanish caperberries,Typical values as drained,drained 110g
1264,£5.00,No.1 Biscuits for Cheese,Typical values as sold,260g
1265,£3.99,Thomas.J.Fudge's Many-Shaped Biscuits for Cheese,Typical values as sold,275g
1266,52p,Essential Leeks,Typical values as sold,Typical weight 0.21kg
1267,35p,Essential Sweet Potatoes,Typical Values as sold,Typical weight 295g
1268,45p,Essential Courgettes,Typical Values as sold,Typical weight 0.21kg
1269,8p,Essential Carrots,Typical Values as sold,Typical weight 0.14kg
1270,14p,Essential Onions,Typical values as sold,Typical weight 0.15kg
1271,28p,Essential Parsnips,Typical Values as sold,Typical weight 0.21kg
1272,60p,Cooks' Ingredients Large Garlic,Typical Values as sold,each
1273,£5.00,Cooks' Ingredients Root Ginger,Typical values as sold,each
1274,90p,Essential Home Ripening Salad Avocado,Typical values as sold. Contains 1 Servings,each
1275,17p,Essential Red Onions,Typical values as sold. Contains 1 Servings,Typical weight 0.17kg
1276,22p,Essential Large Potatoes,Typical values as sold. Contains 200 Servings,Typical weight 0.28kg
1277,£2.00,Essential Brussels Sprouts,Typical values as sold. Contains 200 Servings,Typical weight 0.28kg
1278,£1.80,Essential Butternut Squash,Typical values as consumed,each
1279,£4.00,Waitrose Fennel,Typical values as sold. Contains 4 Servings,each
1280,£3.00,Echalion Shallots,Typical values as sold. Contains 5 Servings,each
1281,£1.50,Celeriac,Typical values as sold. Contains 4 Servings,each
1282,66p,Essential White Cabbage,Typical Values as sold,Typical weight 0.82kg
1283,43p,Red Cabbage,Typical values as sold. Contains 6 Servings,Typical weight 0.54kg
1284,9p,Essential Cup Mushrooms,. Contains 38 Servings,Typical weight 0.03kg
1285,£1.80,Large Red Potatoes,Typical values as sold. Contains 100 Servings,Typical weight 0.03kg
1286,£1.70,Waitrose Trimmed Cauliflower,Typical values as sold. Contains 4 Servings,each
1287,£3.00,Shallots,Typical values as sold. Contains 5 Servings,each
1288,£4.89,Waitrose Flat Portabello Mushrooms,Typical values as sold. Contains 25 Servings,each
1289,13p,Small New Potatoes,Typical values as sold,Typical weight 0.06kg
1290,£2.19,Duchy Butternut Squash,Typical values as sold,Typical weight 1.04kg
1291,87p,Red Cabbage,Typical Values as sold. Contains . Servings,Typical weight 0.5kg
1292,£2.30,Waitrose Golden Butternut,Typical values as sold,Typical weight 1.15kg
1293,£2.50,Cooks' Ingredients Garlic Grappe,Typical values as sold,min 4s
1294,£1.47,Assorted Squash,Typical values as sold,Typical weight 0.8kg
1295,£1.18,White Cabbage,Typical Values as sold. Contains . Servings,Typical weight 0.69kg
1296,£1.80,Maris Piper Potatoes,Typical values as sold. Contains 25 Servings,2kg
1297,80p,Essential Large Potatoes,Typical values as sold. Contains 4 Servings,4s
1298,£1.12,Duchy Baby Potatoes,Typical values as sold. Contains 6 Servings,500g
1299,£1.50,Baby New Potatoes,Typical values as sold. Contains 9 Servings,750g
1300,£1.90,King Edward Potatoes,Typical values as sold. Contains 25 Servings,2kg
1301,£1.50,Essential Potatoes,Typical values as sold. Contains 31 Servings,2.5kg
1302,£1.10,Waitrose Baby Potatoes,Typical values as sold. Contains 2 Servings,200g
1303,£1.30,Essential Charlotte Potatoes,Typical values as sold. Contains 13 Servings,1kg
1304,£2.25,Duchy Organic Sweet Potatoes,Typical values as sold. Contains 7 Servings,700g
1305,£1.27,Ruby Gem Potatoes,Typical values as sold. Contains 6 Servings,500g
1306,£1.90,Red Potatoes,Typical values as sold. Contains 25 Servings,2kg
1307,£2.00,Albert Bartlett Potatoes,". *Reference intake of an average adult (8400 kJ/2000 kcal), Pack contains 10 servings",2kg
1308,£1.50,Waitrose Diced Butternut & Sweet Potato,Typical values as prepared. Contains 4 Servings,350g
1309,£2.25,Duchy Potatoes,Typical values as sold. Contains 18 Servings,1.5kg
1310,£1.80,Albert Bartlett Elfe Potatoes,. *Reference intake of an average adult (8400 kJ/2000 kcal),4s
1311,£1.00,Baking Potatoes,Typical values as sold. Contains 2 Servings,2s
1312,£2.00,Waitrose Miniature Potatoes,Typical values as sold. Contains 6 Servings,500g
